"Taxation statistics 2021–22 Individuals: Taxable income, by state/territory1 and postcode, 2021–22 income year2",,,,,,,,
State/ Territory1,Postcode,"Individuals
no.","Taxable income or loss
no.","Taxable income or loss
$","Average taxable income or loss3
$","Median taxable income or loss3
$",Australian rank5 descending,Ranking by state5/ territory descending
SA ,5251,"12,318","12,202","781,926,384","63,478","52,932","1,229",104
SA ,5252,"4,206","4,166","254,457,363","60,499","52,393","1,457",131
SA ,5253,"10,306","10,154","504,978,698","48,999","44,169","2,353",289
SA ,5254,"1,484","1,460","76,919,844","51,833","44,348","2,187",259
SA ,5255,"6,079","5,993","349,698,154","57,526","46,097","1,716",173
SA ,5256,752,741,"35,486,763","47,190","39,910","2,435",303
SA ,5259,588,577,"26,497,818","45,064","42,078","2,499",311
SA ,5260,"1,003",989,"52,898,682","52,740","41,365","2,118",248
SA ,5261,241,227,"13,707,377","56,877","44,902","1,767",185
SA ,5262,288,277,"21,033,797","73,034","53,382",655,50
SA ,5263,137,135,"9,037,047","65,964","49,662","1,045",84
SA ,5264,781,772,"39,806,531","50,969","40,131","2,240",273
SA ,5265,213,208,"12,041,498","56,533","44,456","1,801",189
SA ,5266,405,393,"26,209,975","64,716","46,957","1,128",94
SA ,5267,"1,295","1,256","70,028,365","54,076","46,542","2,005",223
SA ,5268,"2,621","2,580","143,765,575","54,851","48,116","1,950",213
SA ,5269,148,147,"7,882,133","53,258","45,554","2,079",242
SA ,5270,419,404,"23,562,979","56,236","47,630","1,824",191
SA ,5271,"5,008","4,923","297,587,954","59,423","48,610","1,548",150
SA ,5272,553,547,"41,133,132","74,382","49,947",591,40
SA ,5273,78,77,"5,318,748","68,189","48,915",891,69
SA ,5275,"1,448","1,433","105,252,500","72,688","47,265",669,52
SA ,5276,954,934,"61,399,655","64,360","47,716","1,154",96
SA ,5277,"1,743","1,719","105,542,458","60,552","48,716","1,451",130
SA ,5278,340,333,"21,766,397","64,019","45,747","1,185",101
SA ,5279,254,249,"13,379,146","52,674","46,094","2,126",250
SA ,5280,"4,331","4,278","244,143,608","56,371","45,065","1,813",190
SA ,5290,"15,419","15,280","885,038,887","57,399","48,509","1,727",176
SA ,5291,"5,560","5,486","356,675,333","64,150","51,606","1,173",99
SA ,5301,317,303,"16,261,450","51,298","39,541","2,220",269
SA ,5302,570,558,"27,265,159","47,834","46,710","2,409",300
SA ,5303,140,138,"12,236,187","87,401","34,140",312,18
SA ,5304,538,528,"28,371,971","52,736","45,701","2,120",249
SA ,5306,57,57,"2,575,257","45,180","38,886","2,496",309
SA ,5307,319,297,"12,376,274","38,797","31,673","2,603",328
SA ,5308,65,62,"1,368,192","21,049","25,763","2,628",330
SA ,5309,51,48,"1,570,190","30,788","42,976","2,622",329
SA ,5311,186,185,"7,816,544","42,024","37,233","2,573",322
SA ,5320,310,303,"14,845,057","47,887","44,932","2,404",299
SA ,5321,169,168,"7,252,612","42,915","38,414","2,559",321
SA ,5322,482,479,"25,532,133","52,971","46,857","2,097",245
SA ,5330,"1,977","1,955","101,970,992","51,579","43,992","2,204",264
SA ,5331,178,177,"8,815,707","49,526","44,735","2,325",283
SA ,5332,214,207,"9,665,875","45,168","42,508","2,497",310
SA ,5333,"3,521","3,470","182,599,961","51,860","46,634","2,178",256
SA ,5340,823,809,"42,622,872","51,790","47,274","2,191",261
SA ,5341,"4,606","4,557","236,406,581","51,326","45,505","2,215",268
SA ,5342,665,661,"34,619,439","52,059","47,641","2,165",254
SA ,5343,"2,877","2,849","155,239,627","53,959","46,367","2,018",227
SA ,5344,506,502,"24,077,294","47,584","43,256","2,423",302
SA ,5345,"1,976","1,953","99,979,567","50,597","45,398","2,262",275
SA ,5346,221,219,"10,836,996","49,036","46,781","2,351",288
SA ,5350,347,340,"22,486,750","64,803","55,664","1,121",93
SA ,5351,"3,795","3,760","241,174,380","63,551","55,051","1,220",103
SA ,5352,"3,302","3,278","212,125,381","64,241","53,007","1,165",97
SA ,5353,"2,409","2,375","138,264,970","57,395","45,806","1,729",177
SA ,5354,185,180,"7,718,398","41,721","37,801","2,577",323
SA ,5355,"5,040","4,986","295,715,910","58,674","51,176","1,606",155
SA ,5356,478,467,"24,112,371","50,444","47,595","2,270",276
SA ,5357,225,221,"9,759,361","43,375","32,640","2,550",319
SA ,5360,783,772,"47,526,560","60,698","49,023","1,434",125
SA ,5371,928,918,"55,840,520","60,173","49,620","1,476",138
SA ,5372,"1,533","1,512","91,545,994","59,717","54,566","1,520",141
SA ,5373,"1,955","1,933","112,409,083","57,498","49,291","1,718",174
SA ,5374,843,822,"45,530,166","54,010","39,634","2,011",225
SA ,5381,189,185,"7,507,614","39,723","32,942","2,600",327
SA ,5400,634,627,"38,157,480","60,185","52,248","1,475",137
SA ,5401,474,469,"26,154,435","55,178","48,180","1,927",208
SA ,5410,183,181,"10,415,587","56,916","47,178","1,762",184
SA ,5411,193,188,"10,928,092","56,622","45,345","1,793",188
SA ,5412,670,655,"36,982,669","55,198","45,563","1,925",207
SA ,5413,482,472,"23,735,725","49,244","40,205","2,339",286
SA ,5414,91,89,"4,044,149","44,441","43,979","2,521",315
SA ,5415,165,159,"8,415,207","51,001","42,847","2,237",272
SA ,5416,152,152,"7,039,409","46,312","43,691","2,465",307
SA ,5417,839,825,"43,432,070","51,766","42,096","2,194",262
SA ,5419,129,124,"7,473,651","57,935","32,421","1,668",164
SA ,5420,52,52,"3,580,096","68,848","50,193",864,67
SA ,5421,51,49,"2,786,631","54,640","32,678","1,971",218
SA ,5422,670,654,"29,778,968","44,446","38,406","2,520",314
SA ,5431,505,490,"24,364,503","48,247","41,241","2,394",296
SA ,5432,96,92,"7,539,010","78,531","48,571",469,27
SA ,5433,697,688,"39,859,857","57,188","46,944","1,742",178
SA ,5434,246,242,"13,756,846","55,922","47,091","1,849",194
SA ,5440,127,123,"6,804,021","53,575","40,586","2,049",236
SA ,5451,462,451,"26,945,146","58,323","46,403","1,630",159
SA ,5452,317,314,"18,048,120","56,934","45,000","1,760",183
SA ,5453,"3,178","3,140","199,723,874","62,846","49,504","1,279",107
SA ,5454,219,216,"10,850,392","49,545","46,531","2,323",282
SA ,5460,422,414,"24,281,691","57,540","45,905","1,713",171
SA ,5461,"1,447","1,416","76,077,309","52,576","44,312","2,129",251
SA ,5462,362,355,"18,623,871","51,447","42,648","2,207",266
SA ,5464,322,315,"18,582,905","57,711","49,032","1,692",169
SA ,5470,77,76,"3,941,999","51,195","39,614","2,226",270
SA ,5471,62,54,"3,455,507","55,734","47,446","1,865",198
SA ,5472,95,94,"5,110,082","53,790","45,643","2,027",231
SA ,5473,393,387,"21,562,530","54,866","43,952","1,949",212
SA ,5480,473,465,"26,051,042","55,076","44,771","1,933",209
SA ,5481,307,304,"15,626,436","50,900","38,672","2,243",274
SA ,5482,318,306,"16,321,810","51,326","38,697","2,214",267
SA ,5483,188,177,"9,696,205","51,576","41,359","2,205",265
SA ,5485,342,332,"19,525,551","57,092","46,129","1,747",179
SA ,5490,92,90,"4,954,487","53,853","44,498","2,022",229
SA ,5491,"1,126","1,109","73,735,641","65,485","50,348","1,077",87
SA ,5495,282,278,"15,512,681","55,010","45,555","1,938",210
SA ,5501,"5,204","5,137","315,870,286","60,698","52,483","1,435",126
SA ,5502,"1,002",982,"59,821,044","59,702","49,048","1,522",142
SA ,5510,57,56,"3,294,615","57,800","47,398","1,681",166
SA ,5520,272,268,"13,265,440","48,770","42,642","2,368",291
SA ,5521,69,68,"5,039,193","73,032","46,425",656,51
SA ,5522,767,757,"46,395,027","60,489","45,127","1,458",132
SA ,5523,"1,048","1,027","65,379,047","62,385","50,063","1,313",109
SA ,5540,"7,723","7,642","430,272,349","55,713","47,474","1,867",199
SA ,5550,545,532,"26,488,021","48,602","46,217","2,377",292
SA ,5552,198,193,"11,052,877","55,823","44,513","1,857",197
SA ,5554,"3,048","3,009","166,755,095","54,710","46,097","1,965",216
SA ,5555,312,304,"17,811,192","57,087","46,000","1,748",180
SA ,5556,"2,161","2,129","112,044,957","51,849","40,754","2,182",257
SA ,5558,"2,558","2,538","141,611,638","55,360","42,016","1,902",206
SA ,5560,230,223,"12,891,157","56,049","42,209","1,840",192
SA ,5570,249,243,"12,736,594","51,151","39,644","2,230",271
SA ,5571,984,968,"55,094,034","55,990","43,793","1,844",193
SA ,5572,83,83,"5,432,273","65,449","52,881","1,081",88
SA ,5573,"1,179","1,158","73,343,918","62,209","47,572","1,326",110
SA ,5575,"1,309","1,293","67,559,134","51,611","41,619","2,203",263
SA ,5576,628,622,"32,549,773","51,831","43,324","2,188",260
SA ,5577,316,301,"14,018,346","44,362","34,226","2,522",316
SA ,5580,226,219,"13,827,243","61,182","43,647","1,397",121
SA ,5581,289,286,"14,984,008","51,848","42,403","2,183",258
SA ,5582,294,292,"15,726,822","53,493","41,238","2,059",237
SA ,5583,372,367,"17,354,785","46,653","35,821","2,452",305
SA ,5600,"3,659","3,635","271,623,384","74,234","61,411",599,41
SA ,5601,61,60,"3,384,905","55,490","50,108","1,889",204
SA ,5602,755,741,"39,643,196","52,508","45,334","2,135",252
SA ,5603,259,249,"13,000,841","50,196","42,138","2,286",278
SA ,5604,133,132,"8,229,537","61,876","47,895","1,345",113
SA ,5605,"1,121","1,106","60,734,909","54,179","43,536","1,994",220
SA ,5606,"8,936","8,831","531,018,925","59,425","47,950","1,547",149
SA ,5607,"2,754","2,696","158,670,788","57,615","48,058","1,703",170
SA ,5608,"6,268","6,198","374,035,259","59,674","48,800","1,526",143
SA ,5609,"1,162","1,151","85,679,922","73,735","63,616",620,45
SA ,5630,84,84,"5,088,888","60,582","53,736","1,449",129
SA ,5631,754,739,"53,324,248","70,722","54,362",760,59
SA ,5632,146,142,"8,527,305","58,406","57,572","1,626",158
SA ,5633,188,180,"8,103,728","43,105","39,849","2,556",320
SA ,5640,655,636,"34,934,708","53,335","47,247","2,070",239
SA ,5641,627,599,"31,097,604","49,597","42,827","2,320",280
SA ,5642,135,126,"5,524,341","40,921","34,950","2,587",326
SA ,5650,97,96,"5,532,160","57,033","40,068","1,751",181
SA ,5651,76,75,"4,459,496","58,678","39,389","1,605",154
SA ,5652,425,419,"25,288,642","59,503","50,559","1,538",146
SA ,5654,119,115,"5,683,800","47,763","39,996","2,415",301
SA ,5655,62,61,"2,538,380","40,942","38,735","2,586",325
SA ,5661,86,83,"5,754,185","66,909","51,291",977,79
SA ,5670,281,276,"15,088,534","53,696","44,391","2,034",232
SA ,5671,119,113,"7,482,800","62,881","40,425","1,276",106
SA ,5680,"1,424","1,406","79,200,050","55,618","44,412","1,876",201
SA ,5690,"2,188","2,166","132,284,569","60,459","51,265","1,462",134
SA ,5700,"5,806","5,763","351,035,129","60,461","50,288","1,460",133
SA ,5701,52,50,"2,766,548","53,203","56,479","2,083",243
SA ,5710,"1,354","1,343","91,381,165","67,490","58,640",940,72
SA ,5720,132,131,"9,691,807","73,423","65,808",633,46
SA ,5722,168,166,"10,963,387","65,258","48,634","1,093",90
SA ,5723,843,831,"45,209,212","53,629","45,028","2,040",233
SA ,5724,88,87,"4,916,611","55,871","46,074","1,852",195
SA ,5725,"2,396","2,382","260,489,796","108,719","100,806",133,5
SA ,5730,61,61,"2,704,984","44,344","39,328","2,523",317
SA ,5731,99,99,"5,437,199","54,921","48,663","1,944",211
SA ,5732,69,69,"2,852,553","41,341","37,803","2,581",324
SA ,5733,69,67,"5,091,201","73,786","51,260",614,44
SA ,5734,64,63,"3,905,037","61,016","46,730","1,415",123
TAS,7000,"10,441","10,351","755,804,021","72,388","53,378",682,11
TAS,7001,425,423,"16,004,067","37,657","3,811","2,610",113
TAS,7004,"5,313","5,273","419,665,259","78,988","52,637",453,7
TAS,7005,"9,634","9,518","871,482,820","90,459","48,701",278,4
TAS,7006,58,56,"5,272,664","90,908","73,144",273,3
TAS,7007,"2,190","2,166","190,125,732","86,815","53,013",319,5
TAS,7008,"8,595","8,531","580,337,738","67,520","54,457",937,13
TAS,7009,"8,601","8,501","464,717,155","54,031","48,790","2,008",69
TAS,7010,"10,727","10,601","549,351,796","51,212","47,211","2,225",81
TAS,7011,"9,076","8,992","486,513,809","53,604","49,507","2,043",72
TAS,7012,547,539,"32,804,250","59,971","54,913","1,499",36
TAS,7015,"6,976","6,930","448,969,186","64,359","52,736","1,155",23
TAS,7016,"1,378","1,362","67,180,542","48,752","47,029","2,369",99
TAS,7017,"3,998","3,968","250,256,714","62,595","56,327","1,295",27
TAS,7018,"14,430","14,329","931,450,623","64,550","53,088","1,142",21
TAS,7019,"4,415","4,358","234,169,525","53,040","50,013","2,092",76
TAS,7020,"1,768","1,762","118,491,574","67,020","55,905",971,15
TAS,7021,"1,635","1,623","109,822,377","67,170","55,758",961,14
TAS,7022,592,585,"33,972,123","57,385","51,274","1,730",51
TAS,7023,236,233,"15,027,537","63,676","50,816","1,205",24
TAS,7024,368,368,"28,176,424","76,566","62,552",527,8
TAS,7025,"1,208","1,197","75,310,944","62,344","50,248","1,318",28
TAS,7026,658,649,"36,404,014","55,325","51,378","1,912",62
TAS,7027,168,164,"8,324,796","49,552","42,175","2,322",93
TAS,7030,"10,577","10,456","566,288,552","53,540","48,671","2,051",73
TAS,7050,"9,002","8,909","539,950,589","59,981","49,449","1,498",35
TAS,7051,115,115,"6,554,733","56,998","50,012","1,754",56
TAS,7052,"4,904","4,848","325,560,392","66,387","52,965","1,008",17
TAS,7053,"2,307","2,289","176,220,107","76,385","55,827",535,9
TAS,7054,"5,840","5,801","506,431,677","86,718","53,772",321,6
TAS,7055,331,326,"19,580,793","59,156","54,984","1,566",42
TAS,7109,"5,859","5,777","321,349,975","54,847","46,809","1,951",67
TAS,7112,"1,890","1,861","95,384,859","50,468","38,573","2,266",86
TAS,7113,717,707,"36,471,392","50,867","41,459","2,246",82
TAS,7116,"1,337","1,315","65,104,061","48,694","42,148","2,372",101
TAS,7117,535,529,"27,075,860","50,609","41,210","2,261",84
TAS,7120,"1,010",993,"50,402,679","49,904","42,692","2,303",91
TAS,7140,"6,582","6,485","340,273,687","51,698","46,853","2,199",79
TAS,7150,"1,947","1,918","112,894,822","57,984","46,980","1,659",49
TAS,7155,597,586,"39,051,152","65,412","45,141","1,083",20
TAS,7162,437,430,"26,404,534","60,422","39,192","1,464",34
TAS,7163,231,229,"12,477,024","54,013","37,104","2,010",70
TAS,7170,"3,801","3,769","283,534,735","74,595","60,163",586,10
TAS,7171,"2,280","2,263","132,343,999","58,046","53,743","1,653",48
TAS,7172,"2,616","2,587","144,042,957","55,062","49,757","1,934",64
TAS,7173,"4,459","4,431","250,597,393","56,200","49,488","1,827",59
TAS,7174,116,115,"6,380,383","55,003","43,958","1,939",65
TAS,7175,149,148,"8,445,816","56,683","37,193","1,783",57
TAS,7176,108,108,"5,294,685","49,025","42,706","2,352",95
TAS,7177,278,272,"13,571,223","48,817","41,168","2,364",98
TAS,7178,175,173,"11,668,972","66,680","35,277",991,16
TAS,7179,240,239,"11,717,291","48,822","40,939","2,363",97
TAS,7180,89,87,"4,500,160","50,564","38,082","2,263",85
TAS,7182,138,138,"6,076,927","44,036","44,108","2,532",108
TAS,7184,454,447,"22,005,845","48,471","36,771","2,385",103
TAS,7185,77,76,"3,739,833","48,569","33,814","2,380",102
TAS,7186,91,89,"3,269,491","35,928","32,963","2,612",114
TAS,7187,74,73,"3,604,370","48,708","39,328","2,371",100
TAS,7190,"1,938","1,903","96,736,108","49,915","40,937","2,302",90
TAS,7209,242,235,"15,315,203","63,286","45,235","1,246",26
TAS,7210,558,553,"32,904,659","58,969","44,912","1,584",45
TAS,7211,128,128,"6,396,669","49,974","44,786","2,301",89
TAS,7212,"1,072","1,054","70,567,558","65,828","47,237","1,056",18
TAS,7213,166,156,"7,247,471","43,659","36,333","2,543",109
TAS,7214,290,284,"12,261,273","42,280","36,614","2,571",112
TAS,7215,"2,311","2,264","114,893,730","49,716","38,050","2,315",92
TAS,7216,"1,911","1,881","91,343,038","47,799","36,566","2,412",104
TAS,7248,"8,975","8,859","425,788,117","47,442","42,903","2,428",105
TAS,7249,"7,926","7,862","471,129,048","59,441","51,428","1,546",40
TAS,7250,"31,475","31,212","2,025,796,133","64,362","51,176","1,152",22
TAS,7252,"1,916","1,892","125,669,034","65,589","49,683","1,072",19
TAS,7253,"2,447","2,417","126,702,095","51,779","43,187","2,193",78
TAS,7254,335,331,"17,820,465","53,195","45,034","2,084",75
TAS,7255,519,502,"30,691,800","59,136","46,242","1,569",43
TAS,7256,"1,062","1,055","64,969,397","61,176","48,786","1,398",32
TAS,7257,52,50,"2,218,903","42,671","37,261","2,564",110
TAS,7258,617,613,"59,324,885","96,151","63,431",212,2
TAS,7259,309,302,"17,714,656","57,329","50,843","1,733",52
TAS,7260,"1,829","1,801","91,675,867","50,123","44,586","2,291",87
TAS,7261,148,146,"7,409,418","50,064","38,395","2,294",88
TAS,7262,"1,094","1,083","126,371,934","115,514","49,096",96,1
TAS,7263,337,322,"15,525,682","46,070","38,163","2,475",106
TAS,7264,302,294,"13,752,640","45,539","35,405","2,487",107
TAS,7265,136,134,"5,795,284","42,612","39,481","2,566",111
TAS,7267,487,480,"29,766,850","61,123","51,527","1,404",33
TAS,7268,669,662,"38,765,170","57,945","48,038","1,666",50
TAS,7270,"2,280","2,239","120,481,170","52,843","41,896","2,110",77
TAS,7275,"2,030","2,007","110,622,071","54,494","45,619","1,981",68
TAS,7276,354,353,"18,859,914","53,277","46,788","2,075",74
TAS,7277,"3,976","3,942","246,701,418","62,048","52,141","1,336",29
TAS,7290,"1,492","1,479","85,252,729","57,140","52,881","1,744",54
TAS,7291,461,456,"28,228,807","61,234","54,179","1,395",31
TAS,7292,416,405,"22,358,463","53,746","47,235","2,031",71
TAS,7300,"2,372","2,358","138,378,970","58,339","52,376","1,629",47
TAS,7301,"2,712","2,666","153,425,641","56,573","48,792","1,798",58
TAS,7302,"1,101","1,089","60,535,771","54,983","48,934","1,941",66
TAS,7303,"1,700","1,666","86,141,798","50,672","45,441","2,257",83
TAS,7304,"3,634","3,559","187,816,479","51,683","41,631","2,201",80
TAS,7305,665,657,"32,531,577","48,920","45,152","2,357",96
TAS,7306,"2,455","2,415","121,190,352","49,365","42,519","2,334",94
TAS,7307,"6,701","6,636","398,872,559","59,524","48,268","1,536",38
TAS,7310,"16,364","16,173","913,896,094","55,848","47,322","1,853",61
TAS,7315,"8,685","8,610","486,189,935","55,980","47,030","1,846",60
TAS,7316,"3,799","3,755","225,917,454","59,468","49,093","1,543",39
TAS,7320,"9,779","9,670","583,613,756","59,680","49,114","1,524",37
TAS,7321,"2,723","2,659","155,563,697","57,130","45,908","1,745",55
TAS,7322,"2,122","2,109","124,150,468","58,506","49,921","1,616",46
TAS,7325,"4,787","4,726","274,214,099","57,283","48,000","1,735",53
TAS,7330,"3,929","3,873","216,611,855","55,132","48,028","1,929",63
TAS,7331,392,388,"23,283,037","59,396","48,285","1,550",41
TAS,7467,883,874,"52,082,445","58,984","45,351","1,579",44
TAS,7468,414,405,"25,425,890","61,415","54,816","1,384",30
TAS,7469,390,382,"24,682,764","63,289","51,234","1,245",25
TAS,7470,338,331,"22,962,837","67,937","49,823",913,12
VIC,3000,"33,602","32,740","1,940,170,398","57,740","37,724","1,686",428
VIC,3001,196,194,"22,271,209","113,629","43,201",108,28
VIC,3002,"3,550","3,505","623,102,796","175,522","78,080",19,5
VIC,3003,"6,005","5,911","420,393,622","70,007","52,489",798,194
VIC,3004,"8,882","8,697","858,047,006","96,605","63,691",209,61
VIC,3006,"18,268","17,942","1,392,682,327","76,236","56,352",541,134
VIC,3008,"11,473","11,211","930,436,371","81,098","59,023",406,103
VIC,3011,"16,575","16,392","1,097,040,037","66,186","54,151","1,026",247
VIC,3012,"17,223","17,039","1,225,864,394","71,176","59,588",731,174
VIC,3013,"9,633","9,573","902,192,778","93,656","74,392",243,69
VIC,3015,"11,314","11,225","1,029,621,754","91,004","74,166",269,74
VIC,3016,"10,319","10,236","1,095,054,367","106,120","68,768",147,42
VIC,3018,"8,198","8,122","661,008,301","80,630","64,896",418,106
VIC,3019,"5,770","5,701","311,074,792","53,912","45,565","2,019",531
VIC,3020,"24,996","24,676","1,368,132,829","54,734","47,251","1,960",520
VIC,3021,"27,703","27,263","1,324,521,537","47,811","42,061","2,411",652
VIC,3022,"1,949","1,930","110,726,523","56,812","48,937","1,775",455
VIC,3023,"36,592","36,114","2,199,593,985","60,111","51,179","1,484",369
VIC,3024,"21,094","20,746","1,323,940,404","62,764","53,973","1,287",316
VIC,3025,"6,902","6,833","521,073,399","75,496","61,150",561,137
VIC,3026,"3,170","3,118","204,855,125","64,623","53,233","1,138",277
VIC,3027,"6,237","6,135","431,633,208","69,205","56,048",842,205
VIC,3028,"16,363","16,154","999,066,345","61,056","53,374","1,410",345
VIC,3029,"80,121","78,627","4,619,013,832","57,650","49,884","1,699",434
VIC,3030,"73,417","72,177","5,074,195,666","69,115","55,738",846,207
VIC,3031,"11,463","11,367","935,388,405","81,601","64,520",395,100
VIC,3032,"19,652","19,444","1,627,561,339","82,819","60,258",376,99
VIC,3033,"8,724","8,647","677,745,337","77,687","57,291",494,126
VIC,3034,"6,730","6,669","470,806,218","69,956","54,773",801,196
VIC,3036,"3,835","3,803","304,362,129","79,364","57,887",442,114
VIC,3037,"29,879","29,563","1,876,523,258","62,804","53,326","1,283",313
VIC,3038,"16,370","16,242","1,051,135,680","64,211","52,559","1,168",285
VIC,3039,"10,923","10,822","1,014,093,810","92,840","66,481",253,71
VIC,3040,"17,792","17,616","1,874,714,219","105,368","64,453",152,46
VIC,3041,"8,465","8,391","732,999,333","86,592","63,712",323,85
VIC,3042,"10,115","10,031","755,018,651","74,643","61,285",585,148
VIC,3043,"10,082","9,976","619,511,796","61,447","52,540","1,381",341
VIC,3044,"17,316","17,179","1,330,745,164","76,851","62,954",521,132
VIC,3046,"21,803","21,499","1,357,997,394","62,285","52,845","1,321",324
VIC,3047,"9,664","9,415","443,665,431","45,909","37,921","2,476",671
VIC,3048,"7,689","7,484","351,123,964","45,666","38,897","2,480",672
VIC,3049,"5,886","5,825","373,844,433","63,514","53,365","1,223",302
VIC,3051,"9,757","9,612","706,491,273","72,409","52,111",681,166
VIC,3052,"3,887","3,835","317,089,531","81,577","47,575",396,101
VIC,3053,"11,091","10,848","616,045,690","55,545","35,531","1,884",489
VIC,3054,"5,721","5,673","594,654,558","103,942","63,274",160,50
VIC,3055,"9,589","9,525","742,859,711","77,470","59,451",503,128
VIC,3056,"17,396","17,243","1,367,097,612","78,587","62,533",467,119
VIC,3057,"9,483","9,417","771,694,872","81,377","67,436",403,102
VIC,3058,"21,856","21,643","1,607,118,491","73,532","58,593",631,155
VIC,3059,"13,327","13,164","921,272,169","69,128","55,082",845,206
VIC,3060,"7,474","7,299","418,606,659","56,008","45,831","1,843",477
VIC,3061,"2,266","2,213","115,506,130","50,974","41,375","2,239",599
VIC,3062,76,71,"7,846,025","103,237","75,798",164,52
VIC,3063,388,383,"29,711,402","76,576","49,448",526,133
VIC,3064,"63,822","62,697","3,558,576,526","55,758","48,461","1,862",481
VIC,3065,"6,978","6,912","674,565,852","96,670","66,739",206,59
VIC,3066,"6,565","6,506","586,648,063","89,360","70,312",290,78
VIC,3067,"6,700","6,623","592,462,214","88,427","68,277",304,81
VIC,3068,"12,666","12,570","1,363,345,194","107,638","71,021",136,38
VIC,3070,"16,446","16,335","1,589,274,492","96,636","68,781",207,60
VIC,3071,"11,865","11,788","961,197,509","81,011","62,561",408,104
VIC,3072,"21,208","20,982","1,503,170,782","70,878","57,317",753,180
VIC,3073,"28,925","28,609","1,824,610,618","63,081","53,290","1,261",308
VIC,3074,"10,388","10,220","538,443,090","51,833","45,222","2,186",579
VIC,3075,"11,682","11,496","621,977,843","53,242","46,211","2,081",548
VIC,3076,"18,718","18,427","1,062,467,758","56,762","49,550","1,780",456
VIC,3078,"7,991","7,931","805,200,316","100,763","67,612",178,55
VIC,3079,"11,627","11,513","1,324,639,747","113,928","66,123",106,27
VIC,3081,"8,240","8,117","524,010,239","63,593","53,599","1,213",297
VIC,3082,"17,327","17,123","1,037,311,735","59,867","50,905","1,509",374
VIC,3083,"18,911","18,656","1,147,287,765","60,668","48,714","1,439",359
VIC,3084,"16,847","16,695","1,508,014,256","89,512","62,501",286,77
VIC,3085,"8,527","8,447","657,589,268","77,118","59,455",515,130
VIC,3086,70,70,"5,488,848","78,412","52,668",475,122
VIC,3087,"5,388","5,339","378,124,244","70,179","58,829",788,190
VIC,3088,"16,743","16,609","1,219,923,609","72,862","59,814",663,162
VIC,3089,"8,155","8,099","612,635,807","75,124","60,426",571,141
VIC,3090,"1,759","1,750","166,626,708","94,728","62,540",228,65
VIC,3091,"1,101","1,086","116,618,649","105,921","60,907",149,44
VIC,3093,"2,523","2,503","243,415,638","96,479","61,162",210,62
VIC,3094,"5,573","5,524","414,683,374","74,409","59,470",590,151
VIC,3095,"18,368","18,198","1,538,786,054","83,775","60,033",360,93
VIC,3096,"1,223","1,213","87,292,529","71,376","51,722",725,173
VIC,3097,970,954,"113,209,005","116,710","53,961",90,21
VIC,3099,"3,130","3,098","222,377,997","71,047","53,901",742,177
VIC,3101,"16,351","16,083","2,130,104,007","130,274","65,866",57,12
VIC,3102,"4,324","4,264","483,486,307","111,815","61,031",115,30
VIC,3103,"10,580","10,296","1,002,136,982","94,720","49,450",229,66
VIC,3104,"13,677","13,385","1,281,148,321","93,672","52,318",242,68
VIC,3105,"6,989","6,895","522,544,344","74,767","51,411",582,147
VIC,3106,"10,834","10,627","948,876,996","87,583","50,113",309,82
VIC,3107,"8,544","8,440","625,812,812","73,246","51,039",646,157
VIC,3108,"16,155","15,820","1,049,345,637","64,955","44,966","1,112",265
VIC,3109,"19,187","18,806","1,229,978,322","64,105","45,467","1,176",288
VIC,3111,"8,046","7,947","640,014,587","79,544","50,838",435,111
VIC,3113,"5,561","5,502","531,490,250","95,575","58,015",220,64
VIC,3114,"2,543","2,517","263,950,415","103,795","59,391",163,51
VIC,3115,"2,656","2,625","294,474,707","110,872","58,579",123,33
VIC,3116,"7,380","7,306","499,759,945","67,718","54,426",925,221
VIC,3121,"21,349","21,180","2,092,049,725","97,993","73,373",196,57
VIC,3122,"16,174","15,961","2,441,217,266","150,935","66,283",31,8
VIC,3123,"10,254","10,110","1,181,289,063","115,203","69,014",99,23
VIC,3124,"15,160","14,926","1,763,589,826","116,332","62,587",93,22
VIC,3125,"9,630","9,440","626,592,223","65,067","44,956","1,103",259
VIC,3126,"5,420","5,323","795,874,769","146,840","66,441",36,10
VIC,3127,"12,671","12,479","1,332,527,940","105,164","62,708",154,48
VIC,3128,"14,465","14,119","859,212,404","59,399","41,895","1,549",389
VIC,3129,"11,023","10,837","800,244,132","72,598","49,249",676,165
VIC,3130,"20,871","20,608","1,657,521,554","79,417","54,699",438,112
VIC,3131,"14,008","13,830","942,749,547","67,301","52,229",949,224
VIC,3132,"10,837","10,725","800,699,790","73,886","56,319",611,152
VIC,3133,"14,241","14,025","977,333,160","68,628","49,751",873,208
VIC,3134,"21,671","21,432","1,580,982,536","72,954","54,567",660,161
VIC,3135,"12,435","12,296","878,060,501","70,612","55,766",765,183
VIC,3136,"28,137","27,891","1,894,477,632","67,330","55,043",944,223
VIC,3137,"8,953","8,881","566,904,352","63,320","54,434","1,241",306
VIC,3138,"13,921","13,800","900,979,976","64,721","54,119","1,127",272
VIC,3139,"8,943","8,835","554,614,943","62,017","50,756","1,338",331
VIC,3140,"10,937","10,838","712,562,609","65,152","53,562","1,098",258
VIC,3141,"18,289","18,052","2,341,139,190","128,008","70,554",63,13
VIC,3142,"9,540","9,371","2,537,826,130","266,020","79,919",4,1
VIC,3143,"6,757","6,676","923,081,878","136,611","74,769",48,11
